Id,method,comment,isConsistent,tokensLength
71,"private List<Occupant> getOccupants(MUCRole role) throws NoResponseException, XMPPErrorException, NotConnectedException {
        MUCAdmin iq = new MUCAdmin();
        iq.setTo(room);
        iq.setType(IQ.Type.get);
        // Set the specified role. This may request the list of moderators/participants.
        MUCItem item = new MUCItem(role);
        iq.addItem(item);

        MUCAdmin answer = (MUCAdmin) connection.createPacketCollectorAndSend(iq).nextResultOrThrow();
        // Get the list of participants from the server's answer
        List<Occupant> participants = new ArrayList<Occupant>();
        for (MUCItem mucadminItem : answer.getItems()) {
            participants.add(new Occupant(mucadminItem));
        }
        return participants;
    }",Returns a list of Occupant that have the specified room role.,1,181
72,"public List<Long> getRequestsByStatus(RequestStatus status, int maxResults, boolean ascOrder) {
    return db.getRequestsByStatus(status, maxResults, ascOrder);
  }",Get first or last maxResults requests that are in the specified status,1,46
73,"public final TernaryVennModel3<E> getModel()
    {
        return model;
    }",Return the model for this ternary venn label.,1,25
74,"public static int keyCodeFromString(String symbolicName) {
        if (symbolicName == null) {
            throw new IllegalArgumentException(""symbolicName must not be null"");
        }

        final int count = KEYCODE_SYMBOLIC_NAMES.length;
        for (int i = 0; i < count; i++) {
            if (symbolicName.equals(KEYCODE_SYMBOLIC_NAMES[i])) {
                return i;
            }
        }

        try {
            return Integer.parseInt(symbolicName,10);
        } catch (NumberFormatException ex) {
            return -1;
        }
    }","Gets a keycode by its symbolic name such as ""KEYCODE_A"" or ""1001"" (if unknown).",1,161
75,"public static String getNumericPattern( double dValue )
	{
		if ( ChartUtil.mathEqual( dValue, (long) dValue ) )
		{
			// IF MANTISSA IS INSIGNIFICANT, SHOW LABELS AS INTEGERS
			return sNumericPattern;
		}

		final DecimalFormatSymbols dfs = new DecimalFormatSymbols( );
		String sValue = String.valueOf( dValue );
		int iEPosition = sValue.indexOf( dfs.getExponentSeparator( ) );

		if ( iEPosition > 0 )
		{
			dValue = Double.valueOf( sValue.substring( 0, iEPosition ) )
					.doubleValue( );

			if ( ChartUtil.mathEqual( dValue, Math.round( dValue ) ) )
			{
				// IF MANTISSA IS INSIGNIFICANT, SHOW LABELS AS INTEGERS
				return ""0E0""; //$NON-NLS-1$
			}
			else
			{
				sValue = String.valueOf( dValue );
			}
		}

		final int iDecimalPosition = sValue.indexOf( dfs.getDecimalSeparator( ) );
		// THIS RELIES ON THE FACT THAT IN ANY LOCALE, DECIMAL IS A DOT
		if ( iDecimalPosition >= 0 )
		{
			int n = sValue.length( );
			for ( int i = n - 1; i > 0; i-- )
			{
				if ( sValue.charAt( i ) == '0' )
				{
					n--;
				}
				else
				{
					break;
				}
			}
			final int iMantissaCount = n - 1 - iDecimalPosition;
			final StringBuffer sb = new StringBuffer( sNumericPattern );
			if ( iMantissaCount > 0 )
			{
				sb.append( '.' );
				for ( int i = 0; i < iMantissaCount; i++ )
				{
					sb.append( '0' );
				}
			}
			if ( iEPosition > 0 )
			{
				sb.append( ""E0"" ); //$NON-NLS-1$
			}
			return sb.toString( );
		}
		return sNumericPattern;
	}",Returns an auto computed decimal format pattern for category data or axis label.,1,548
76,"protected final long requestMarketData(String inSymbols,
                                           String inSource)
    {
        if(inSymbols != null &&
           !inSymbols.isEmpty()) {
            StringBuilder request = new StringBuilder();
            request.append(""type=marketdata:symbols="").append(inSymbols); //$NON-NLS-1$
            try {
                return strategy.getServicesProvider().requestMarketData(DataRequest.newRequestFromString(request.toString()),
                                                                        inSource);
            } catch (Exception e) {
                INVALID_MARKET_DATA_REQUEST.warn(this,
                                                 e,
                                                 strategy,
                                                 inSymbols,
                                                 inSource);
                return 0;
            }
        }
        INVALID_MARKET_DATA_REQUEST.warn(this,
                                         strategy,
                                         inSymbols,
                                         inSource);
        return 0;
    }",Requests market data from the given source.,1,191
77,"public P named(String name) {
      Preconditions.checkNotNull(name, ""Name is required"");
      Preconditions.checkNotNull(repetition, ""Repetition is required"");

      Type type = build(name);
      if (parent != null) {
        // if the parent is a GroupBuilder, add type to it
        if (GroupBuilder.class.isAssignableFrom(parent.getClass())) {
          GroupBuilder.class.cast(parent).addField(type);
        }
        return parent;
      } else {
        // no parent indicates that the Type object should be returned
        // the constructor check guarantees that returnClass is a Type
        return returnClass.cast(type);
      }
    }","Builds a  Type and returns the parent builder, if given, or the  Type that was built.",1,147
78,"public static Constant readUnsafeConstant(Kind kind, Object base, long displacement) {
        switch (kind) {
            case Boolean:
                return Constant.forBoolean(base == null ? unsafe.getByte(displacement) != 0 : unsafe.getBoolean(base, displacement));
            case Byte:
                return Constant.forByte(base == null ? unsafe.getByte(displacement) : unsafe.getByte(base, displacement));
            case Char:
                return Constant.forChar(base == null ? unsafe.getChar(displacement) : unsafe.getChar(base, displacement));
            case Short:
                return Constant.forShort(base == null ? unsafe.getShort(displacement) : unsafe.getShort(base, displacement));
            case Int:
                return Constant.forInt(base == null ? unsafe.getInt(displacement) : unsafe.getInt(base, displacement));
            case Long:
                return Constant.forLong(base == null ? unsafe.getLong(displacement) : unsafe.getLong(base, displacement));
            case Float:
                return Constant.forFloat(base == null ? unsafe.getFloat(displacement) : unsafe.getFloat(base, displacement));
            case Double:
                return Constant.forDouble(base == null ? unsafe.getDouble(displacement) : unsafe.getDouble(base, displacement));
            case Object:
                return Constant.forObject(unsafe.getObject(base, displacement));
            default:
                throw GraalInternalError.shouldNotReachHere();
        }
    }",Utility function for reading a value of this kind using a base address and a displacement.,1,428
79,"public int filterCountByG_L(long groupId, boolean latest)
		throws SystemException {
		if (!InlineSQLHelperUtil.isEnabled(groupId)) {
			return countByG_L(groupId, latest);
		}

		StringBundler query = new StringBundler(3);

		query.append(_FILTER_SQL_COUNT_ARTICLE_WHERE);

		query.append(_FINDER_COLUMN_G_L_GROUPID_2);

		query.append(_FINDER_COLUMN_G_L_LATEST_2);

		String sql = InlineSQLHelperUtil.replacePermissionCheck(query.toString(),
				Article.class.getName(), _FILTER_COLUMN_PK,
				_FILTER_COLUMN_USERID, groupId);

		Session session = null;

		try {
			session = openSession();

			SQLQuery q = session.createSQLQuery(sql);

			q.addScalar(COUNT_COLUMN_NAME,
				com.liferay.portal.kernel.dao.orm.Type.LONG);

			QueryPos qPos = QueryPos.getInstance(q);

			qPos.add(groupId);

			qPos.add(latest);

			Long count = (Long)q.uniqueResult();

			return count.intValue();
		}
		catch (Exception e) {
			throw processException(e);
		}
		finally {
			closeSession(session);
		}
	}",Filters by the user's permissions and counts all the articles where groupId = &#63; and latest = &#63;.,1,319
80,"public Text compactStores() throws IOException {
    Text midKey = null;
    if (this.closed.get()) {
      return midKey;
    }
    try {
      synchronized (writestate) {
        if (!writestate.compacting && writestate.writesEnabled) {
          writestate.compacting = true;
        } else {
          LOG.info(""NOT compacting region "" + getRegionName() +
              "": compacting="" + writestate.compacting + "", writesEnabled="" +
              writestate.writesEnabled);
            return midKey;
        }
      }
      LOG.info(""starting compaction on region "" + getRegionName());
      long startTime = System.currentTimeMillis();
      doRegionCompactionPrep();
      for (HStore store: stores.values()) {
        Text key = store.compact();
        if (key != null && midKey == null) {
          midKey = key;
        }
      }
      doRegionCompactionCleanup();
      LOG.info(""compaction completed on region "" + getRegionName() +
          "". Took "" +
          StringUtils.formatTimeDiff(System.currentTimeMillis(), startTime));
      
    } finally {
      synchronized (writestate) {
        writestate.compacting = false;
        writestate.notifyAll();
      }
    }
    return midKey;
  }",Called by compaction thread and after region is opened to compact the,1,358
